# x	y	u	v	flags	mask
2.5672e+01	5.2312e+01	3.8941e-01	1.1597e-01	0.0000e+00	0.0000e+00
2.7004e+01	5.2312e+01	3.8496e-01	9.6633e-02	0.0000e+00	0.0000e+00
2.8336e+01	5.2312e+01	3.9181e-01	9.2007e-02	0.0000e+00	0.0000e+00
2.9668e+01	5.2312e+01	3.9089e-01	6.4580e-02	0.0000e+00	0.0000e+00
3.1000e+01	5.2312e+01	3.8433e-01	2.3562e-02	0.0000e+00	0.0000e+00
3.2332e+01	5.2312e+01	3.9199e-01	2.9447e-03	0.0000e+00	0.0000e+00
3.3664e+01	5.2312e+01	3.9078e-01	-2.0538e-03	0.0000e+00	0.0000e+00
3.4996e+01	5.2312e+01	3.8507e-01	-2.5355e-02	0.0000e+00	0.0000e+00
3.6328e+01	5.2312e+01	3.8749e-01	-7.4465e-02	0.0000e+00	0.0000e+00
3.7660e+01	5.2312e+01	3.9161e-01	-9.1958e-02	0.0000e+00	0.0000e+00
3.8992e+01	5.2312e+01	3.8850e-01	-9.6060e-02	0.0000e+00	0.0000e+00
4.0324e+01	5.2312e+01	3.9122e-01	-1.1185e-01	0.0000e+00	0.0000e+00
4.1656e+01	5.2312e+01	3.8156e-01	-1.5608e-01	0.0000e+00	0.0000e+00
4.2988e+01	5.2312e+01	3.8806e-01	-1.8780e-01	0.0000e+00	0.0000e+00
4.4320e+01	5.2312e+01	3.8436e-01	-1.9278e-01	0.0000e+00	0.0000e+00
4.5652e+01	5.2312e+01	3.8419e-01	-2.0456e-01	0.0000e+00	0.0000e+00
4.6984e+01	5.2312e+01	3.8760e-01	-2.3548e-01	0.0000e+00	0.0000e+00
4.8316e+01	5.2312e+01	3.8257e-01	-2.6410e-01	0.0000e+00	0.0000e+00
4.9648e+01	5.2312e+01	3.8981e-01	-2.8625e-01	0.0000e+00	0.0000e+00
5.0980e+01	5.2312e+01	3.7993e-01	-3.0002e-01	0.0000e+00	0.0000e+00
5.2312e+01	5.2312e+01	3.8606e-01	-3.3509e-01	0.0000e+00	0.0000e+00
5.3645e+01	5.2312e+01	3.9438e-01	-3.6914e-01	0.0000e+00	0.0000e+00
5.4977e+01	5.2312e+01	3.8655e-01	-3.8409e-01	0.0000e+00	0.0000e+00
5.6309e+01	5.2312e+01	3.7999e-01	-3.9193e-01	0.0000e+00	0.0000e+00
5.7641e+01	5.2312e+01	3.8601e-01	-4.2552e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.2312e+01	3.9188e-01	-4.6432e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.2312e+01	3.9005e-01	-4.7710e-01	0.0000e+00	0.0000e+00
1.6953e+00	5.0980e+01	3.9230e-01	5.6798e-01	0.0000e+00	0.0000e+00
3.0273e+00	5.0980e+01	3.8454e-01	5.0897e-01	0.0000e+00	0.0000e+00
4.3594e+00	5.0980e+01	3.8514e-01	4.8667e-01	0.0000e+00	0.0000e+00
5.6914e+00	5.0980e+01	3.8459e-01	4.8467e-01	0.0000e+00	0.0000e+00
7.0234e+00	5.0980e+01	3.8349e-01	4.7250e-01	0.0000e+00	0.0000e+00
8.3555e+00	5.0980e+01	3.8755e-01	4.1510e-01	0.0000e+00	0.0000e+00
9.6875e+00	5.0980e+01	3.8322e-01	3.9293e-01	0.0000e+00	0.0000e+00
1.1020e+01	5.0980e+01	3.8449e-01	3.9153e-01	0.0000e+00	0.0000e+00
1.2352e+01	5.0980e+01	3.8741e-01	3.7490e-01	0.0000e+00	0.0000e+00
1.3684e+01	5.0980e+01	3.7858e-01	3.2082e-01	0.0000e+00	0.0000e+00
1.5016e+01	5.0980e+01	3.7913e-01	2.9903e-01	0.0000e+00	0.0000e+00
1.6348e+01	5.0980e+01	3.8388e-01	2.9159e-01	0.0000e+00	0.0000e+00
1.7680e+01	5.0980e+01	3.7710e-01	2.8420e-01	0.0000e+00	0.0000e+00
1.9012e+01	5.0980e+01	3.8444e-01	2.4156e-01	0.0000e+00	0.0000e+00
2.0344e+01	5.0980e+01	3.7927e-01	1.9094e-01	0.0000e+00	0.0000e+00
2.1676e+01	5.0980e+01	3.8417e-01	1.9191e-01	0.0000e+00	0.0000e+00
2.3008e+01	5.0980e+01	3.8241e-01	1.8191e-01	0.0000e+00	0.0000e+00
2.4340e+01	5.0980e+01	3.8339e-01	1.6045e-01	0.0000e+00	0.0000e+00
2.5672e+01	5.0980e+01	3.8547e-01	1.1341e-01	0.0000e+00	0.0000e+00
2.7004e+01	5.0980e+01	3.8161e-01	1.0135e-01	0.0000e+00	0.0000e+00
2.8336e+01	5.0980e+01	3.8384e-01	9.3128e-02	0.0000e+00	0.0000e+00
2.9668e+01	5.0980e+01	3.8170e-01	7.1546e-02	0.0000e+00	0.0000e+00
3.1000e+01	5.0980e+01	3.8508e-01	1.9610e-02	0.0000e+00	0.0000e+00
3.2332e+01	5.0980e+01	3.8519e-01	7.3747e-03	0.0000e+00	0.0000e+00
3.3664e+01	5.0980e+01	3.8240e-01	4.9236e-03	0.0000e+00	0.0000e+00
3.4996e+01	5.0980e+01	3.8451e-01	-2.1782e-02	0.0000e+00	0.0000e+00
3.6328e+01	5.0980e+01	3.8205e-01	-6.8216e-02	0.0000e+00	0.0000e+00
3.7660e+01	5.0980e+01	3.8550e-01	-9.2078e-02	0.0000e+00	0.0000e+00
3.8992e+01	5.0980e+01	3.8266e-01	-9.5318e-02	0.0000e+00	0.0000e+00
4.0324e+01	5.0980e+01	3.8341e-01	-1.1120e-01	0.0000e+00	0.0000e+00
4.1656e+01	5.0980e+01	3.8096e-01	-1.5509e-01	0.0000e+00	0.0000e+00
4.2988e+01	5.0980e+01	3.8220e-01	-1.8486e-01	0.0000e+00	0.0000e+00
4.4320e+01	5.0980e+01	3.7807e-01	-1.9103e-01	0.0000e+00	0.0000e+00
4.5652e+01	5.0980e+01	3.8155e-01	-2.0831e-01	0.0000e+00	0.0000e+00
4.6984e+01	5.0980e+01	3.7998e-01	-2.4856e-01	0.0000e+00	0.0000e+00
4.8316e+01	5.0980e+01	3.8200e-01	-2.7739e-01	0.0000e+00	0.0000e+00
4.9648e+01	5.0980e+01	3.8575e-01	-2.9023e-01	0.0000e+00	0.0000e+00
5.0980e+01	5.0980e+01	3.8433e-01	-3.0184e-01	0.0000e+00	0.0000e+00
5.2312e+01	5.0980e+01	3.8047e-01	-3.3249e-01	0.0000e+00	0.0000e+00
5.3645e+01	5.0980e+01	3.8644e-01	-3.6608e-01	0.0000e+00	0.0000e+00
5.4977e+01	5.0980e+01	3.8283e-01	-3.8557e-01	0.0000e+00	0.0000e+00
5.6309e+01	5.0980e+01	3.7731e-01	-3.9225e-01	0.0000e+00	0.0000e+00
5.7641e+01	5.0980e+01	3.8449e-01	-4.2424e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.0980e+01	3.8483e-01	-4.6906e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.0980e+01	3.8508e-01	-4.7968e-01	0.0000e+00	0.0000e+00
1.6953e+00	4.9648e+01	3.6526e-01	5.5948e-01	0.0000e+00	0.0000e+00
3.0273e+00	4.9648e+01	3.6859e-01	5.1377e-01	0.0000e+00	0.0000e+00
4.3594e+00	4.9648e+01	3.7107e-01	4.8807e-01	0.0000e+00	0.0000e+00
5.6914e+00	4.9648e+01	3.7469e-01	4.7382e-01	0.0000e+00	0.0000e+00
7.0234e+00	4.9648e+01	3.6895e-01	4.5858e-01	0.0000e+00	0.0000e+00
8.3555e+00	4.9648e+01	3.6799e-01	4.1375e-01	0.0000e+00	0.0000e+00
9.6875e+00	4.9648e+01	3.6722e-01	3.8435e-01	0.0000e+00	0.0000e+00
1.1020e+01	4.9648e+01	3.6448e-01	3.8441e-01	0.0000e+00	0.0000e+00
1.2352e+01	4.9648e+01	3.7510e-01	3.7122e-01	0.0000e+00	0.0000e+00
1.3684e+01	4.9648e+01	3.6740e-01	3.2981e-01	0.0000e+00	0.0000e+00
1.5016e+01	4.9648e+01	3.6570e-01	3.0198e-01	0.0000e+00	0.0000e+00
1.6348e+01	4.9648e+01	3.7470e-01	2.9026e-01	0.0000e+00	0.0000e+00
1.7680e+01	4.9648e+01	3.6445e-01	2.8690e-01	0.0000e+00	0.0000e+00
1.9012e+01	4.9648e+01	3.7266e-01	2.4564e-01	0.0000e+00	0.0000e+00
2.0344e+01	4.9648e+01	3.6838e-01	2.0389e-01	0.0000e+00	0.0000e+00
2.1676e+01	4.9648e+01	3.7485e-01	1.9293e-01	0.0000e+00	0.0000e+00
2.3008e+01	4.9648e+01	3.6807e-01	1.8616e-01	0.0000e+00	0.0000e+00
2.4340e+01	4.9648e+01	3.6364e-01	1.6370e-01	0.0000e+00	0.0000e+00
2.5672e+01	4.9648e+01	3.7161e-01	1.1276e-01	0.0000e+00	0.0000e+00
2.7004e+01	4.9648e+01	3.6867e-01	9.8856e-02	0.0000e+00	0.0000e+00
2.8336e+01	4.9648e+01	3.6630e-01	9.2337e-02	0.0000e+00	0.0000e+00
2.9668e+01	4.9648e+01	3.6477e-01	7.0570e-02	0.0000e+00	0.0000e+00
3.1000e+01	4.9648e+01	3.6652e-01	2.2975e-02	0.0000e+00	0.0000e+00
3.2332e+01	4.9648e+01	3.6825e-01	4.7377e-03	0.0000e+00	0.0000e+00
3.3664e+01	4.9648e+01	3.7136e-01	2.0957e-03	0.0000e+00	0.0000e+00
3.4996e+01	4.9648e+01	3.6483e-01	-1.7660e-02	0.0000e+00	0.0000e+00
3.6328e+01	4.9648e+01	3.6321e-01	-6.6332e-02	0.0000e+00	0.0000e+00
3.7660e+01	4.9648e+01	3.7076e-01	-8.7740e-02	0.0000e+00	0.0000e+00
3.8992e+01	4.9648e+01	3.6660e-01	-9.7132e-02	0.0000e+00	0.0000e+00
4.0324e+01	4.9648e+01	3.6260e-01	-1.1166e-01	0.0000e+00	0.0000e+00
4.1656e+01	4.9648e+01	3.6366e-01	-1.5496e-01	0.0000e+00	0.0000e+00
4.2988e+01	4.9648e+01	3.6163e-01	-1.8350e-01	0.0000e+00	0.0000e+00
4.4320e+01	4.9648e+01	3.6094e-01	-1.9100e-01	0.0000e+00	0.0000e+00
4.5652e+01	4.9648e+01	3.6073e-01	-2.0123e-01	0.0000e+00	0.0000e+00
4.6984e+01	4.9648e+01	3.6150e-01	-2.3540e-01	0.0000e+00	0.0000e+00
4.8316e+01	4.9648e+01	3.6575e-01	-2.8081e-01	0.0000e+00	0.0000e+00
4.9648e+01	4.9648e+01	3.7667e-01	-2.8637e-01	0.0000e+00	0.0000e+00
5.0980e+01	4.9648e+01	3.6825e-01	-2.9829e-01	0.0000e+00	0.0000e+00
5.2312e+01	4.9648e+01	3.6766e-01	-3.1612e-01	0.0000e+00	0.0000e+00
5.3645e+01	4.9648e+01	3.7047e-01	-3.6352e-01	0.0000e+00	0.0000e+00
5.4977e+01	4.9648e+01	3.7088e-01	-3.7911e-01	0.0000e+00	0.0000e+00
5.6309e+01	4.9648e+01	3.6635e-01	-4.0211e-01	0.0000e+00	0.0000e+00
5.7641e+01	4.9648e+01	-7.7630e-01	7.1372e-01	0.0000e+00	0.0000e+00
5.8973e+01	4.9648e+01	3.8079e-01	-4.5677e-01	0.0000e+00	0.0000e+00
6.0305e+01	4.9648e+01	3.8092e-01	-4.7541e-01	0.0000e+00	0.0000e+00
1.6953e+00	4.8316e+01	3.3134e-01	5.5355e-01	0.0000e+00	0.0000e+00
3.0273e+00	4.8316e+01	3.2446e-01	5.0554e-01	0.0000e+00	0.0000e+00
4.3594e+00	4.8316e+01	3.3054e-01	4.8710e-01	0.0000e+00	0.0000e+00
5.6914e+00	4.8316e+01	3.1421e-01	4.8781e-01	0.0000e+00	0.0000e+00
7.0234e+00	4.8316e+01	3.1479e-01	4.6960e-01	0.0000e+00	0.0000e+00
8.3555e+00	4.8316e+01	3.2817e-01	4.2441e-01	0.0000e+00	0.0000e+00
9.6875e+00	4.8316e+01	3.1801e-01	3.9678e-01	0.0000e+00	0.0000e+00
1.1020e+01	4.8316e+01	3.1628e-01	3.8256e-01	0.0000e+00	0.0000e+00
1.2352e+01	4.8316e+01	3.2386e-01	3.6411e-01	0.0000e+00	0.0000e+00
1.3684e+01	4.8316e+01	3.2884e-01	3.3660e-01	0.0000e+00	0.0000e+00
1.5016e+01	4.8316e+01	3.1800e-01	2.9928e-01	0.0000e+00	0.0000e+00
1.6348e+01	4.8316e+01	3.2355e-01	2.9349e-01	0.0000e+00	0.0000e+00
1.7680e+01	4.8316e+01	3.2063e-01	2.8828e-01	0.0000e+00	0.0000e+00
1.9012e+01	4.8316e+01	3.2521e-01	2.4739e-01	0.0000e+00	0.0000e+00
2.0344e+01	4.8316e+01	3.3903e-01	2.0181e-01	0.0000e+00	0.0000e+00
2.1676e+01	4.8316e+01	3.3440e-01	1.8836e-01	0.0000e+00	0.0000e+00
2.3008e+01	4.8316e+01	3.2460e-01	1.8564e-01	0.0000e+00	0.0000e+00
2.4340e+01	4.8316e+01	3.3388e-01	1.5385e-01	0.0000e+00	0.0000e+00
2.5672e+01	4.8316e+01	3.2279e-01	1.1427e-01	0.0000e+00	0.0000e+00
2.7004e+01	4.8316e+01	3.2428e-01	9.6782e-02	0.0000e+00	0.0000e+00
2.8336e+01	4.8316e+01	3.2007e-01	9.6507e-02	0.0000e+00	0.0000e+00
2.9668e+01	4.8316e+01	3.2315e-01	6.5813e-02	0.0000e+00	0.0000e+00
3.1000e+01	4.8316e+01	3.2605e-01	2.7658e-02	0.0000e+00	0.0000e+00
3.2332e+01	4.8316e+01	3.2495e-01	4.6378e-03	0.0000e+00	0.0000e+00
3.3664e+01	4.8316e+01	3.2129e-01	-4.8595e-03	0.0000e+00	0.0000e+00
3.4996e+01	4.8316e+01	3.1834e-01	-1.7538e-02	0.0000e+00	0.0000e+00
3.6328e+01	4.8316e+01	3.1814e-01	-6.3756e-02	0.0000e+00	0.0000e+00
3.7660e+01	4.8316e+01	3.2683e-01	-9.0849e-02	0.0000e+00	0.0000e+00
3.8992e+01	4.8316e+01	3.2015e-01	-1.0100e-01	0.0000e+00	0.0000e+00
4.0324e+01	4.8316e+01	3.2225e-01	-1.0941e-01	0.0000e+00	0.0000e+00
4.1656e+01	4.8316e+01	3.2573e-01	-1.6038e-01	0.0000e+00	0.0000e+00
4.2988e+01	4.8316e+01	3.2579e-01	-1.8764e-01	0.0000e+00	0.0000e+00
4.4320e+01	4.8316e+01	3.2006e-01	-1.9533e-01	0.0000e+00	0.0000e+00
4.5652e+01	4.8316e+01	3.1990e-01	-2.0810e-01	0.0000e+00	0.0000e+00
4.6984e+01	4.8316e+01	3.2676e-01	-2.4911e-01	0.0000e+00	0.0000e+00
4.8316e+01	4.8316e+01	3.1995e-01	-2.8418e-01	0.0000e+00	0.0000e+00
4.9648e+01	4.8316e+01	3.2445e-01	-2.8579e-01	0.0000e+00	0.0000e+00
5.0980e+01	4.8316e+01	3.1895e-01	-2.9956e-01	0.0000e+00	0.0000e+00
5.2312e+01	4.8316e+01	3.2033e-01	-3.2220e-01	0.0000e+00	0.0000e+00
5.3645e+01	4.8316e+01	3.2094e-01	-3.6853e-01	0.0000e+00	0.0000e+00
5.4977e+01	4.8316e+01	3.1999e-01	-3.8175e-01	0.0000e+00	0.0000e+00
5.6309e+01	4.8316e+01	3.1978e-01	-3.9152e-01	0.0000e+00	0.0000e+00
5.7641e+01	4.8316e+01	3.1878e-01	-4.1763e-01	0.0000e+00	0.0000e+00
5.8973e+01	4.8316e+01	3.2496e-01	-4.6598e-01	0.0000e+00	0.0000e+00
6.0305e+01	4.8316e+01	3.1976e-01	-4.8181e-01	0.0000e+00	0.0000e+00
1.6953e+00	4.6984e+01	3.0082e-01	5.6130e-01	0.0000e+00	0.0000e+00
3.0273e+00	4.6984e+01	3.0257e-01	5.1565e-01	0.0000e+00	0.0000e+00
4.3594e+00	4.6984e+01	2.9624e-01	4.8584e-01	0.0000e+00	0.0000e+00
5.6914e+00	4.6984e+01	2.9464e-01	4.8500e-01	0.0000e+00	0.0000e+00
7.0234e+00	4.6984e+01	2.9917e-01	4.8530e-01	0.0000e+00	0.0000e+00
8.3555e+00	4.6984e+01	2.9427e-01	4.1650e-01	0.0000e+00	0.0000e+00
9.6875e+00	4.6984e+01	2.9844e-01	3.9022e-01	0.0000e+00	0.0000e+00
1.1020e+01	4.6984e+01	2.9545e-01	3.8321e-01	0.0000e+00	0.0000e+00
1.2352e+01	4.6984e+01	2.9833e-01	3.7085e-01	0.0000e+00	0.0000e+00
1.3684e+01	4.6984e+01	3.0109e-01	3.3108e-01	0.0000e+00	0.0000e+00
1.5016e+01	4.6984e+01	2.9348e-01	2.9672e-01	0.0000e+00	0.0000e+00
1.6348e+01	4.6984e+01	2.9510e-01	2.8968e-01	0.0000e+00	0.0000e+00
1.7680e+01	4.6984e+01	2.9729e-01	2.7855e-01	0.0000e+00	0.0000e+00
1.9012e+01	4.6984e+01	2.9561e-01	2.3934e-01	0.0000e+00	0.0000e+00
2.0344e+01	4.6984e+01	2.9085e-01	2.0028e-01	0.0000e+00	0.0000e+00
2.1676e+01	4.6984e+01	2.9551e-01	1.9028e-01	0.0000e+00	0.0000e+00
2.3008e+01	4.6984e+01	2.9134e-01	1.8580e-01	0.0000e+00	0.0000e+00
2.4340e+01	4.6984e+01	2.9317e-01	1.5973e-01	0.0000e+00	0.0000e+00
2.5672e+01	4.6984e+01	2.9796e-01	1.0765e-01	0.0000e+00	0.0000e+00
2.7004e+01	4.6984e+01	2.9432e-01	9.6352e-02	0.0000e+00	0.0000e+00
2.8336e+01	4.6984e+01	2.9577e-01	9.2797e-02	0.0000e+00	0.0000e+00
2.9668e+01	4.6984e+01	3.0727e-01	5.7769e-02	0.0000e+00	0.0000e+00
3.1000e+01	4.6984e+01	2.9549e-01	1.6524e-02	0.0000e+00	0.0000e+00
3.2332e+01	4.6984e+01	2.9202e-01	-5.0160e-03	0.0000e+00	0.0000e+00
3.3664e+01	4.6984e+01	2.9635e-01	-3.4264e-03	0.0000e+00	0.0000e+00
3.4996e+01	4.6984e+01	2.9135e-01	-1.4122e-02	0.0000e+00	0.0000e+00
3.6328e+01	4.6984e+01	2.8981e-01	-7.2836e-02	0.0000e+00	0.0000e+00
3.7660e+01	4.6984e+01	2.9755e-01	-9.6667e-02	0.0000e+00	0.0000e+00
3.8992e+01	4.6984e+01	2.9223e-01	-9.7257e-02	0.0000e+00	0.0000e+00
4.0324e+01	4.6984e+01	2.9365e-01	-1.1322e-01	0.0000e+00	0.0000e+00
4.1656e+01	4.6984e+01	2.8665e-01	-1.6587e-01	0.0000e+00	0.0000e+00
4.2988e+01	4.6984e+01	2.9599e-01	-1.8828e-01	0.0000e+00	0.0000e+00
4.4320e+01	4.6984e+01	2.9239e-01	-1.9204e-01	0.0000e+00	0.0000e+00
4.5652e+01	4.6984e+01	2.9027e-01	-2.0094e-01	0.0000e+00	0.0000e+00
4.6984e+01	4.6984e+01	2.8827e-01	-2.4301e-01	0.0000e+00	0.0000e+00
4.8316e+01	4.6984e+01	2.9350e-01	-2.8000e-01	0.0000e+00	0.0000e+00
4.9648e+01	4.6984e+01	2.9710e-01	-2.8890e-01	0.0000e+00	0.0000e+00
5.0980e+01	4.6984e+01	2.9266e-01	-2.9054e-01	0.0000e+00	0.0000e+00
5.2312e+01	4.6984e+01	2.9948e-01	-3.3900e-01	0.0000e+00	0.0000e+00
5.3645e+01	4.6984e+01	2.9476e-01	-3.8079e-01	0.0000e+00	0.0000e+00
5.4977e+01	4.6984e+01	2.9486e-01	-3.8750e-01	0.0000e+00	0.0000e+00
5.6309e+01	4.6984e+01	2.9479e-01	-3.8613e-01	0.0000e+00	0.0000e+00
5.7641e+01	4.6984e+01	2.9502e-01	-4.2060e-01	0.0000e+00	0.0000e+00
5.8973e+01	4.6984e+01	2.9531e-01	-4.7270e-01	0.0000e+00	0.0000e+00
6.0305e+01	4.6984e+01	2.9129e-01	-4.8112e-01	0.0000e+00	0.0000e+00
1.6953e+00	4.5652e+01	2.9483e-01	5.5944e-01	0.0000e+00	0.0000e+00
3.0273e+00	4.5652e+01	2.8161e-01	5.0542e-01	0.0000e+00	0.0000e+00
4.3594e+00	4.5652e+01	2.8832e-01	4.8919e-01	0.0000e+00	0.0000e+00
5.6914e+00	4.5652e+01	2.8538e-01	4.7872e-01	0.0000e+00	0.0000e+00
7.0234e+00	4.5652e+01	2.8755e-01	4.6858e-01	0.0000e+00	0.0000e+00
8.3555e+00	4.5652e+01	2.8788e-01	4.2439e-01	0.0000e+00	0.0000e+00
9.6875e+00	4.5652e+01	2.8995e-01	3.9073e-01	0.0000e+00	0.0000e+00
1.1020e+01	4.5652e+01	2.8875e-01	3.8599e-01	0.0000e+00	0.0000e+00
1.2352e+01	4.5652e+01	2.8718e-01	3.7148e-01	0.0000e+00	0.0000e+00
1.3684e+01	4.5652e+01	2.9277e-01	3.3338e-01	0.0000e+00	0.0000e+00
1.5016e+01	4.5652e+01	2.8582e-01	2.9449e-01	0.0000e+00	0.0000e+00
1.6348e+01	4.5652e+01	2.8959e-01	2.8728e-01	0.0000e+00	0.0000e+00
1.7680e+01	4.5652e+01	2.9665e-01	2.8423e-01	0.0000e+00	0.0000e+00
1.9012e+01	4.5652e+01	2.8956e-01	2.4036e-01	0.0000e+00	0.0000e+00
2.0344e+01	4.5652e+01	2.8571e-01	2.0497e-01	0.0000e+00	0.0000e+00
2.1676e+01	4.5652e+01	2.9068e-01	1.9149e-01	0.0000e+00	0.0000e+00
2.3008e+01	4.5652e+01	2.8755e-01	1.8492e-01	0.0000e+00	0.0000e+00
2.4340e+01	4.5652e+01	2.8596e-01	1.5304e-01	0.0000e+00	0.0000e+00
2.5672e+01	4.5652e+01	2.9065e-01	1.1695e-01	0.0000e+00	0.0000e+00
2.7004e+01	4.5652e+01	2.8788e-01	9.7359e-02	0.0000e+00	0.0000e+00
2.8336e+01	4.5652e+01	2.8977e-01	9.3266e-02	0.0000e+00	0.0000e+00
2.9668e+01	4.5652e+01	2.8783e-01	6.6997e-02	0.0000e+00	0.0000e+00
3.1000e+01	4.5652e+01	2.8897e-01	1.4653e-02	0.0000e+00	0.0000e+00
3.2332e+01	4.5652e+01	2.8299e-01	8.4340e-04	0.0000e+00	0.0000e+00
3.3664e+01	4.5652e+01	2.8816e-01	-2.2941e-03	0.0000e+00	0.0000e+00
3.4996e+01	4.5652e+01	2.8271e-01	-1.0352e-02	0.0000e+00	0.0000e+00
3.6328e+01	4.5652e+01	2.8390e-01	-7.3661e-02	0.0000e+00	0.0000e+00
3.7660e+01	4.5652e+01	2.9273e-01	-9.5250e-02	0.0000e+00	0.0000e+00
3.8992e+01	4.5652e+01	2.9141e-01	-9.9089e-02	0.0000e+00	0.0000e+00
4.0324e+01	4.5652e+01	2.9117e-01	-1.1230e-01	0.0000e+00	0.0000e+00
4.1656e+01	4.5652e+01	2.8207e-01	-1.6095e-01	0.0000e+00	0.0000e+00
4.2988e+01	4.5652e+01	2.8878e-01	-1.8786e-01	0.0000e+00	0.0000e+00
4.4320e+01	4.5652e+01	2.8507e-01	-1.9263e-01	0.0000e+00	0.0000e+00
4.5652e+01	4.5652e+01	2.8651e-01	-2.0152e-01	0.0000e+00	0.0000e+00
4.6984e+01	4.5652e+01	2.8300e-01	-2.4670e-01	0.0000e+00	0.0000e+00
4.8316e+01	4.5652e+01	2.8626e-01	-2.8658e-01	0.0000e+00	0.0000e+00
4.9648e+01	4.5652e+01	2.9057e-01	-2.9327e-01	0.0000e+00	0.0000e+00
5.0980e+01	4.5652e+01	2.8370e-01	-2.9879e-01	0.0000e+00	0.0000e+00
5.2312e+01	4.5652e+01	2.9134e-01	-3.3181e-01	0.0000e+00	0.0000e+00
5.3645e+01	4.5652e+01	2.8833e-01	-3.7577e-01	0.0000e+00	0.0000e+00
5.4977e+01	4.5652e+01	2.8819e-01	-3.8900e-01	0.0000e+00	0.0000e+00
5.6309e+01	4.5652e+01	2.8704e-01	-3.8968e-01	0.0000e+00	0.0000e+00
5.7641e+01	4.5652e+01	2.8514e-01	-4.2413e-01	0.0000e+00	0.0000e+00
5.8973e+01	4.5652e+01	2.8899e-01	-4.6746e-01	0.0000e+00	0.0000e+00
6.0305e+01	4.5652e+01	2.8658e-01	-4.8318e-01	0.0000e+00	0.0000e+00
1.6953e+00	4.4320e+01	2.7612e-01	5.6097e-01	0.0000e+00	0.0000e+00
3.0273e+00	4.4320e+01	2.7984e-01	5.0240e-01	0.0000e+00	0.0000e+00
4.3594e+00	4.4320e+01	2.8417e-01	4.8347e-01	0.0000e+00	0.0000e+00
5.6914e+00	4.4320e+01	2.7632e-01	4.7107e-01	0.0000e+00	0.0000e+00
7.0234e+00	4.4320e+01	2.8326e-01	4.6286e-01	0.0000e+00	0.0000e+00
8.3555e+00	4.4320e+01	2.6944e-01	4.2102e-01	0.0000e+00	0.0000e+00
9.6875e+00	4.4320e+01	2.7794e-01	3.8915e-01	0.0000e+00	0.0000e+00
1.1020e+01	4.4320e+01	2.7495e-01	3.8629e-01	0.0000e+00	0.0000e+00
1.2352e+01	4.4320e+01	2.7714e-01	3.7328e-01	0.0000e+00	0.0000e+00
1.3684e+01	4.4320e+01	2.8201e-01	3.2761e-01	0.0000e+00	0.0000e+00
1.5016e+01	4.4320e+01	2.7763e-01	2.9801e-01	0.0000e+00	0.0000e+00
1.6348e+01	4.4320e+01	2.7881e-01	2.8960e-01	0.0000e+00	0.0000e+00
1.7680e+01	4.4320e+01	2.8337e-01	2.8159e-01	0.0000e+00	0.0000e+00
1.9012e+01	4.4320e+01	2.8291e-01	2.4716e-01	0.0000e+00	0.0000e+00
2.0344e+01	4.4320e+01	2.7574e-01	2.0270e-01	0.0000e+00	0.0000e+00
2.1676e+01	4.4320e+01	2.8034e-01	1.8923e-01	0.0000e+00	0.0000e+00
2.3008e+01	4.4320e+01	2.8284e-01	1.7899e-01	0.0000e+00	0.0000e+00
2.4340e+01	4.4320e+01	2.7762e-01	1.5587e-01	0.0000e+00	0.0000e+00
2.5672e+01	4.4320e+01	2.8197e-01	1.2410e-01	0.0000e+00	0.0000e+00
2.7004e+01	4.4320e+01	2.8216e-01	1.0540e-01	0.0000e+00	0.0000e+00
2.8336e+01	4.4320e+01	2.8439e-01	1.0027e-01	0.0000e+00	0.0000e+00
2.9668e+01	4.4320e+01	2.7551e-01	7.5402e-02	0.0000e+00	0.0000e+00
3.1000e+01	4.4320e+01	2.8351e-01	1.3387e-02	0.0000e+00	0.0000e+00
3.2332e+01	4.4320e+01	2.7789e-01	9.1252e-04	0.0000e+00	0.0000e+00
3.3664e+01	4.4320e+01	2.7853e-01	-1.4177e-03	0.0000e+00	0.0000e+00
3.4996e+01	4.4320e+01	2.7971e-01	-1.5873e-02	0.0000e+00	0.0000e+00
3.6328e+01	4.4320e+01	2.6921e-01	-6.6509e-02	0.0000e+00	0.0000e+00
3.7660e+01	4.4320e+01	2.8252e-01	-9.1338e-02	0.0000e+00	0.0000e+00
3.8992e+01	4.4320e+01	2.7733e-01	-9.8234e-02	0.0000e+00	0.0000e+00
4.0324e+01	4.4320e+01	2.7774e-01	-1.1690e-01	0.0000e+00	0.0000e+00
4.1656e+01	4.4320e+01	2.6938e-01	-1.5600e-01	0.0000e+00	0.0000e+00
4.2988e+01	4.4320e+01	2.8022e-01	-1.8481e-01	0.0000e+00	0.0000e+00
4.4320e+01	4.4320e+01	2.6674e-01	-1.9634e-01	0.0000e+00	0.0000e+00
4.5652e+01	4.4320e+01	2.7766e-01	-2.0741e-01	0.0000e+00	0.0000e+00
4.6984e+01	4.4320e+01	2.7696e-01	-2.3799e-01	0.0000e+00	0.0000e+00
4.8316e+01	4.4320e+01	2.6676e-01	-2.7951e-01	0.0000e+00	0.0000e+00
